,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
9208,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
9209,Bad,72.0,165.0,2.0,60.0,22.0,0.0,0.0,91.0,41.0,6.0,6.0,23.0,2.0,78.0,2.0,1.0,1.0,25.0,80.0,2.0,5.0,0.0,78.0
9210,Good,78.0,119.0,7.0,50.0,16.0,0.0,0.0,94.0,27.0,6.0,6.0,16.0,1.0,38.0,0.0,1.0,1.0,9.0,82.0,2.0,4.0,0.0,75.0
9211,Bad,61.0,125.0,2.0,78.0,27.0,0.0,0.0,93.0,9.0,4.0,6.0,29.0,1.0,76.0,2.0,1.0,1.0,92.0,33.0,1.0,5.0,1.0,100.0
9212,Good,88.0,159.0,11.0,133.0,15.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,18.0,1.0,50.0,7.0,0.0,0.0,0.0,68.5379727216367,1.0,1.0,0.0,40.0
9213,Bad,67.0,188.0,12.0,92.0,24.0,2.0,0.0,75.0,45.0,6.0,5.0,32.0,0.0,59.0,10.0,0.0,0.0,60.0,68.5379727216367,5.0,1.0,0.0,75.0
9214,Bad,59.0,185.0,6.0,81.0,47.0,2.0,0.0,90.0,29.0,6.0,5.0,49.0,1.0,43.0,2.0,3.0,3.0,61.0,87.0,6.0,3.0,3.0,60.0
9215,Good,66.0,190.0,3.0,94.0,33.0,1.0,1.0,97.0,21.879546809779367,6.0,6.0,33.0,1.0,55.0,0.0,4.0,4.0,23.0,79.0,2.0,4.0,0.0,75.0
9216,Bad,63.0,121.0,0.0,58.0,15.0,1.0,0.0,89.0,62.0,6.0,5.0,18.0,4.0,50.0,0.0,4.0,4.0,74.0,100.0,6.0,6.0,2.0,100.0
9217,Bad,71.0,201.0,5.0,71.0,34.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,37.0,3.0,43.0,0.0,2.0,2.0,49.0,98.0,6.0,3.0,1.0,82.0
9218,Good,72.0,257.0,3.0,124.0,13.0,2.0,2.0,93.0,80.0,6.0,6.0,14.0,1.0,36.0,3.0,1.0,1.0,27.0,81.0,1.0,1.0,0.0,100.0
9219,Bad,72.0,98.0,16.0,49.0,11.0,0.0,0.0,91.0,16.0,6.0,6.0,11.0,0.0,36.0,4.0,4.0,4.0,56.0,79.0,1.0,1.0,0.0,67.0
9220,Good,84.0,365.0,28.0,157.0,17.0,0.0,0.0,94.0,79.0,6.0,6.0,17.0,0.0,18.0,8.0,0.0,0.0,0.0,68.5379727216367,1.0,2.4849056603773585,0.0,22.0
9221,Good,79.0,242.0,21.0,99.0,33.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,35.0,0.0,34.0,14.0,0.0,0.0,33.0,68.5379727216367,8.0,2.0,2.0,53.0
9222,Bad,56.0,140.0,2.0,76.0,37.0,0.0,0.0,93.0,1.0,4.0,6.0,41.0,5.0,44.0,4.0,1.0,1.0,53.0,90.0,7.0,3.0,1.0,71.0
9223,Good,85.0,216.0,3.0,72.0,28.0,0.0,0.0,93.0,21.879546809779367,5.0,6.0,28.0,2.0,11.0,0.0,1.0,1.0,3.0,37.0,7.0,2.0,0.0,60.0
9224,Good,69.0,200.0,7.0,90.0,23.0,2.0,2.0,100.0,21.879546809779367,6.0,8.0,24.0,1.0,42.0,22.0,0.0,0.0,17.0,74.0,2.0,2.0,1.0,80.0
9225,Bad,59.0,208.0,4.0,62.0,27.0,0.0,0.0,82.0,3.0,4.0,6.0,28.0,3.0,43.0,0.0,1.0,1.0,47.0,90.0,8.0,3.0,4.0,100.0
9226,Bad,75.0,175.0,1.0,74.0,22.0,1.0,1.0,96.0,44.0,6.0,3.0,25.0,2.0,36.0,0.0,3.0,3.0,64.0,68.5379727216367,2.0,3.0,1.0,50.0
9227,Good,73.0,68.0,62.0,65.0,2.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,57.0,68.5379727216367,1.0,2.4849056603773585,1.0,50.0
9228,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
9229,Bad,69.0,80.0,9.0,39.0,9.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,9.0,1.0,11.0,0.0,1.0,1.0,42.0,68.5379727216367,5.0,1.0,2.0,75.0
9230,Good,68.0,435.0,12.0,138.0,26.0,3.0,1.0,90.0,13.0,6.0,5.0,30.0,0.0,33.0,8.0,0.0,0.0,16.0,31.0,3.0,3.0,1.0,43.0
9231,Good,70.0,125.0,6.0,61.0,31.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,38.0,3.0,9.0,0.0,5.0,5.0,32.0,77.0,10.0,2.0,2.0,74.0
9232,Bad,70.0,143.0,5.0,55.0,20.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,20.0,2.0,45.0,0.0,1.0,1.0,43.0,88.0,6.0,3.0,2.0,100.0
9233,Good,65.0,195.0,3.0,80.0,46.0,1.0,0.0,98.0,3.0,3.0,5.0,49.0,3.0,63.0,2.0,2.0,2.0,93.0,102.0,4.0,2.0,2.0,60.0
9234,Good,77.0,161.0,2.0,69.0,20.0,0.0,0.0,96.0,25.0,6.0,6.0,23.0,3.0,4.0,16.0,0.0,0.0,14.0,68.5379727216367,4.0,2.4849056603773585,1.0,38.0
9235,Bad,66.0,208.0,9.0,68.0,18.0,1.0,1.0,94.0,33.0,6.0,6.0,18.0,2.0,39.0,0.0,2.0,2.0,0.0,5.0,1.0,3.0,1.092269595176572,83.0
9236,Bad,68.0,353.0,1.0,84.0,59.0,0.0,0.0,97.0,13.0,6.0,6.0,60.0,6.0,17.0,1.0,5.0,4.0,42.0,82.0,6.0,3.0,2.0,39.0
9237,Good,89.0,214.0,2.0,74.0,15.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,18.0,3.0,17.0,1.0,4.0,4.0,0.0,99.0,1.0,1.0,0.0,20.0
9238,Good,92.0,490.0,61.0,127.0,10.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,11.0,0.0,0.0,2.4777188328912465,0.0,0.0,0.0,68.5379727216367,2.0,2.4849056603773585,0.0,25.0
9239,Good,85.0,164.0,4.0,90.0,34.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,37.0,2.0,76.0,3.0,1.0,1.0,2.0,68.5379727216367,2.0,1.0,0.0,100.0
9240,Good,65.0,147.0,8.0,57.0,9.0,4.0,4.0,82.0,35.0,6.0,2.0,11.0,2.0,91.0,7.0,0.0,0.0,64.0,73.0,1.0,4.0,0.0,100.0
9241,Good,83.0,350.0,12.0,105.0,36.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,40.0,0.0,60.0,1.0,3.0,3.0,12.0,63.0,5.0,3.0,0.0,80.0
9242,Good,60.0,154.0,5.0,76.0,35.0,3.0,1.0,82.0,4.0,4.0,4.0,38.0,3.0,34.0,4.0,1.0,1.0,26.0,3.0,6.0,2.0,2.0,89.0
9243,Good,67.0,247.0,7.0,78.0,47.0,0.0,0.0,88.0,0.0,4.0,6.0,50.0,4.0,36.0,1.0,2.0,2.0,18.0,48.0,6.0,2.0,2.0,44.0
9244,Good,83.0,344.0,6.0,130.0,65.0,1.0,0.0,95.0,18.0,6.0,5.0,68.0,3.0,18.0,6.0,0.0,0.0,4.0,21.0,5.0,3.0,0.0,31.0
9245,Good,79.0,163.0,4.0,67.0,33.0,0.0,0.0,97.0,41.0,6.0,6.0,33.0,1.0,18.0,4.0,1.0,1.0,16.0,68.5379727216367,3.0,1.0,0.0,40.0
9246,Good,77.0,368.0,29.0,130.0,16.0,1.0,1.0,71.0,29.0,6.0,3.0,17.0,0.0,18.0,2.4777188328912465,0.0,0.0,12.0,31.0,4.0,1.0,0.0,50.0
9247,Bad,74.0,385.0,2.0,72.0,35.0,1.0,1.0,95.0,69.0,6.0,4.0,37.0,6.0,49.0,3.0,1.0,1.0,34.0,95.0,3.0,5.0,0.0,75.0
9248,Bad,61.0,395.0,30.0,103.0,8.0,0.0,0.0,73.0,2.0,4.0,6.0,11.0,0.0,18.0,2.4777188328912465,0.0,0.0,79.0,68.5379727216367,5.0,2.4849056603773585,2.0,100.0
9249,Good,78.0,137.0,32.0,86.0,24.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,25.0,0.0,52.0,4.0,1.0,1.0,43.0,45.0,5.0,3.0,0.0,82.0
9250,Good,78.0,256.0,2.0,83.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,27.0,1.0,19.0,3.0,1.0,1.0,34.0,68.5379727216367,4.0,1.0,2.0,33.0
9251,Good,67.0,261.0,17.0,118.0,27.0,1.0,0.0,93.0,4.0,4.0,5.0,28.0,0.0,29.0,2.0,6.0,6.0,40.0,68.5379727216367,4.0,3.0,0.0,88.0
9252,Good,91.0,140.0,24.0,81.0,5.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,5.0,0.0,40.0,2.4777188328912465,0.0,0.0,2.0,68.5379727216367,1.0,1.0,0.0,50.0
9253,Good,74.0,155.0,12.0,65.0,40.0,0.0,0.0,98.0,33.0,6.0,6.0,46.0,0.0,21.0,2.0,1.0,1.0,63.0,86.0,2.0,2.0,1.0,67.0
9254,Bad,63.0,316.0,21.0,99.0,13.0,0.0,0.0,69.0,0.0,4.0,6.0,16.0,0.0,56.0,10.0,0.0,0.0,26.0,68.5379727216367,2.0,1.0,1.0,75.0
9255,Good,79.0,307.0,3.0,103.0,42.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,42.0,2.0,36.0,1.0,3.0,3.0,33.0,81.0,6.0,3.0,1.0,69.0
9256,Bad,62.0,275.0,0.0,95.0,30.0,0.0,0.0,87.0,1.0,4.0,6.0,38.0,4.0,24.0,17.0,0.0,0.0,43.0,47.0,8.0,2.0,5.0,63.0
9257,Good,80.0,320.0,1.0,81.0,27.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,31.0,3.0,45.0,6.0,0.0,0.0,40.0,69.0,4.0,3.0,0.0,88.0
9258,Good,72.0,160.0,1.0,69.0,40.0,0.0,0.0,96.0,8.0,4.0,6.0,48.0,4.0,58.0,9.0,0.0,0.0,21.0,76.0,4.0,11.0,0.0,88.0
9259,Good,84.0,187.0,3.0,103.0,31.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,31.0,1.0,26.0,4.0,1.0,1.0,19.0,50.0,4.0,2.0,1.0,70.0
9260,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
9261,Good,82.0,273.0,6.0,103.0,28.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,32.0,1.0,31.0,1.0,1.0,1.0,2.0,68.5379727216367,4.0,3.0,0.0,50.0
9262,Bad,85.0,162.0,49.0,101.0,6.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,6.0,0.0,33.0,2.4777188328912465,0.0,0.0,10.0,9.0,2.0,2.0,0.0,80.0
9263,Good,91.0,147.0,10.0,89.0,12.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,12.0,1.0,25.0,0.0,2.0,1.0,0.0,24.0,0.0,2.0,1.092269595176572,60.0
9264,Good,68.0,222.0,2.0,93.0,32.0,0.0,0.0,97.0,16.0,6.0,6.0,37.0,1.0,35.0,0.0,2.0,2.0,62.0,68.5379727216367,5.0,1.0,2.0,60.0
9265,Bad,78.0,267.0,3.0,73.0,35.0,0.0,0.0,97.0,52.0,6.0,6.0,35.0,2.0,43.0,2.0,2.0,2.0,27.0,91.0,4.0,4.0,1.0,80.0
9266,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
9267,Good,72.0,232.0,2.0,98.0,33.0,0.0,0.0,97.0,9.0,4.0,6.0,36.0,3.0,64.0,3.0,2.0,2.0,22.0,92.0,3.0,6.0,0.0,77.0
9268,Bad,57.0,209.0,2.0,92.0,34.0,1.0,1.0,92.0,3.0,4.0,6.0,37.0,2.0,19.0,1.0,1.0,1.0,22.0,68.5379727216367,7.0,1.0,2.0,67.0
9269,Bad,79.0,335.0,5.0,106.0,45.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,45.0,2.0,42.0,0.0,0.0,0.0,49.0,90.0,4.0,4.0,3.0,56.0
9270,Good,67.0,222.0,5.0,71.0,21.0,1.0,1.0,82.0,4.0,4.0,4.0,22.0,1.0,14.0,0.0,1.0,1.0,37.0,68.5379727216367,5.0,1.0,0.0,46.0
9271,Good,89.0,181.0,22.0,77.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,25.0,0.0,8.0,0.0,4.0,3.0,0.0,63.0,3.0,1.0,0.0,44.0
9272,Good,87.0,435.0,4.0,93.0,23.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,24.0,2.0,29.0,0.0,0.0,0.0,3.0,92.0,3.0,2.0,0.0,50.0
9273,Bad,87.0,285.0,2.0,73.0,26.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,29.0,3.0,45.0,0.0,0.0,0.0,3.0,108.0,3.0,5.0,0.0,67.0
9274,Good,75.0,141.0,8.0,71.0,7.0,1.0,1.0,78.0,25.0,6.0,3.0,9.0,1.0,33.0,0.0,0.0,0.0,2.0,68.5379727216367,1.0,1.0,0.0,50.0
9275,Bad,65.0,397.0,4.0,149.0,18.0,2.0,1.0,76.0,1.0,4.0,5.0,21.0,2.0,48.0,0.0,1.0,1.0,0.0,68.5379727216367,1.0,1.0,0.0,67.0
9276,Good,77.0,180.0,1.0,37.0,12.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,14.0,4.0,29.0,0.0,2.0,2.0,22.0,98.0,4.0,3.0,1.0,64.0
9277,Bad,68.0,157.0,22.0,88.0,18.0,0.0,0.0,95.0,2.0,4.0,6.0,19.0,0.0,47.0,0.0,1.0,1.0,9.0,68.5379727216367,2.0,2.0,0.0,80.0
9278,Bad,47.0,150.0,15.0,78.0,21.0,4.0,2.0,75.0,2.0,3.0,2.0,28.0,0.0,57.0,0.0,1.0,1.0,77.0,68.5379727216367,5.0,1.0,2.0,86.0
9279,Good,90.0,240.0,1.0,96.0,20.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,22.0,1.0,32.0,2.4777188328912465,0.0,0.0,0.0,77.0,2.0,3.0,0.0,36.0
9280,Good,60.0,349.0,1.0,74.0,16.0,1.0,1.0,95.0,4.0,2.0,4.0,19.0,4.0,58.0,0.0,3.0,3.0,59.0,29.0,5.0,3.0,1.0,73.0
9281,Bad,58.0,107.0,22.0,55.0,17.0,1.0,0.0,89.0,1.0,3.0,5.0,18.0,0.0,22.0,1.0,2.0,2.0,6.0,68.5379727216367,5.0,1.0,0.0,60.0
9282,Good,77.0,510.0,14.0,174.0,25.0,2.0,2.0,100.0,21.879546809779367,6.0,8.0,26.0,0.0,15.0,14.0,0.0,0.0,4.0,64.0,4.0,1.0,1.0,46.0
9283,Good,75.0,289.0,3.0,83.0,39.0,1.0,1.0,95.0,33.0,6.0,2.0,42.0,2.0,33.0,3.0,1.0,1.0,21.0,68.5379727216367,3.0,1.0,1.0,50.0
9284,Bad,55.0,211.0,48.0,103.0,9.0,5.0,5.0,69.0,3.0,4.0,2.0,13.0,0.0,38.0,0.0,3.0,2.0,1.0,68.5379727216367,1.0,2.4849056603773585,0.0,50.0
9285,Good,89.0,217.0,8.0,93.0,24.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,28.0,1.0,18.0,13.0,0.0,0.0,0.0,68.5379727216367,3.0,1.0,0.0,44.0
9286,Good,77.0,52.0,27.0,37.0,4.0,0.0,0.0,75.0,28.0,6.0,6.0,4.0,0.0,50.0,2.4777188328912465,0.0,0.0,0.0,68.5379727216367,0.0,1.0,0.0,33.0
9287,Bad,55.0,236.0,2.0,92.0,52.0,5.0,3.0,83.0,3.0,3.0,2.0,64.0,4.0,25.0,3.0,4.0,4.0,16.0,94.0,4.0,6.0,0.0,56.0
9288,Good,85.0,281.0,4.0,94.0,39.0,0.0,0.0,98.0,48.0,6.0,6.0,43.0,4.0,33.0,0.0,3.0,2.0,14.0,90.0,7.0,4.0,0.0,48.0
9289,Good,89.0,450.0,5.0,122.0,17.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,19.0,1.0,21.0,4.0,1.0,1.0,4.0,68.5379727216367,3.0,2.4849056603773585,0.0,75.0
9290,Good,81.0,261.0,3.0,94.0,22.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,22.0,2.0,64.0,2.0,1.0,1.0,67.0,100.0,2.0,3.0,0.0,100.0
9291,Good,76.0,231.0,9.0,86.0,27.0,0.0,0.0,97.0,22.0,6.0,6.0,30.0,3.0,33.0,1.0,1.0,1.0,48.0,75.0,4.0,3.0,0.0,78.0
9292,Good,84.0,217.0,5.0,90.0,17.0,1.0,0.0,95.0,53.0,6.0,5.0,19.0,1.0,47.0,2.4777188328912465,0.0,0.0,3.0,68.5379727216367,3.0,2.0,0.0,71.0
9293,Good,88.0,272.0,13.0,117.0,21.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,21.0,0.0,24.0,20.0,0.0,0.0,0.0,68.5379727216367,0.0,1.0,0.0,14.0
9294,Good,68.0,217.0,2.0,110.0,19.0,1.0,1.0,86.0,36.0,5.0,2.0,22.0,1.0,55.0,7.0,0.0,0.0,95.0,100.0,3.0,2.0,1.0,100.0
9295,Good,75.0,191.0,3.0,71.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,26.0,4.0,42.0,10.0,0.0,0.0,66.0,86.0,6.0,2.0,1.0,73.0
9296,Good,63.0,92.0,9.0,39.0,23.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,24.0,1.0,29.0,8.0,0.0,0.0,73.0,68.5379727216367,8.0,1.0,2.0,83.0
9297,Bad,67.0,155.0,5.0,87.0,23.0,2.0,0.0,85.0,24.0,6.0,5.0,27.0,2.0,37.0,5.0,0.0,0.0,27.0,53.0,7.0,5.0,1.0,93.0
9298,Good,86.0,361.0,1.0,86.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,26.0,1.0,31.0,2.4777188328912465,0.0,0.0,10.0,68.5379727216367,3.0,3.0,0.0,67.0
9299,Good,86.0,249.0,13.0,108.0,21.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,21.0,0.0,29.0,13.0,0.0,0.0,4.0,28.0,5.0,1.0,0.0,55.0
9300,Good,83.0,157.0,2.0,50.0,13.0,0.0,0.0,93.0,44.0,6.0,6.0,15.0,2.0,53.0,3.0,2.0,2.0,0.0,68.5379727216367,0.0,1.0,0.0,20.0
9301,Bad,77.0,156.0,17.0,71.0,19.0,0.0,0.0,95.0,6.0,4.0,6.0,22.0,0.0,32.0,8.0,0.0,0.0,1.0,84.0,2.0,4.0,0.0,86.0
9302,Good,74.0,332.0,15.0,113.0,19.0,0.0,0.0,95.0,32.0,6.0,6.0,20.0,0.0,35.0,21.0,0.0,0.0,58.0,65.0,5.0,3.0,1.0,57.0
9303,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
9304,Good,88.0,312.0,11.0,109.0,17.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,17.0,2.0,53.0,0.0,2.0,2.0,5.0,68.5379727216367,2.0,2.0,0.0,67.0
9305,Good,64.0,329.0,11.0,102.0,36.0,2.0,2.0,100.0,21.879546809779367,6.0,8.0,38.0,3.0,34.0,0.0,3.0,3.0,3.0,68.5379727216367,2.0,2.0,0.0,33.0
9306,Good,83.0,222.0,13.0,107.0,17.0,0.0,0.0,94.0,66.0,6.0,6.0,17.0,0.0,35.0,0.0,1.0,1.0,0.0,68.5379727216367,1.0,1.0,0.0,25.0
9307,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
9308,Good,90.0,274.0,11.0,106.0,32.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,33.0,1.0,21.0,12.0,0.0,0.0,2.0,87.0,1.0,1.0,0.0,20.0
9309,Good,82.0,260.0,21.0,104.0,19.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,21.0,0.0,43.0,4.0,2.0,2.0,4.0,68.5379727216367,1.0,2.4849056603773585,0.0,17.0
9310,Bad,63.0,148.0,4.0,71.0,13.0,0.0,0.0,92.0,43.0,6.0,6.0,13.0,1.0,54.0,3.0,1.0,1.0,92.0,70.0,3.0,3.0,2.0,100.0
9311,Good,66.0,272.0,2.0,95.0,44.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,49.0,3.0,29.0,0.0,4.0,4.0,63.0,64.0,16.0,4.0,6.0,80.0
9312,Bad,70.0,214.0,1.0,74.0,41.0,0.0,0.0,98.0,41.0,6.0,6.0,42.0,3.0,21.0,1.0,1.0,1.0,69.0,68.5379727216367,15.0,3.0,3.0,95.0
9313,Good,87.0,306.0,10.0,122.0,11.0,0.0,0.0,92.0,65.0,6.0,6.0,12.0,1.0,42.0,1.0,1.0,1.0,0.0,68.5379727216367,2.0,2.4849056603773585,0.0,50.0
9314,Good,86.0,212.0,7.0,90.0,26.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,29.0,1.0,21.0,2.4777188328912465,0.0,0.0,10.0,68.5379727216367,1.0,2.0,0.0,57.0
9315,Good,68.0,205.0,27.0,104.0,40.0,3.0,1.0,89.0,12.0,6.0,4.0,46.0,0.0,70.0,2.4777188328912465,0.0,0.0,55.0,84.0,3.0,5.0,1.0,90.0
9316,Good,64.0,166.0,2.0,58.0,14.0,2.0,0.0,89.0,18.0,6.0,5.0,19.0,3.0,58.0,3.0,1.0,1.0,41.0,82.0,3.0,6.0,0.0,82.0
9317,Good,80.0,163.0,1.0,65.0,27.0,0.0,0.0,97.0,41.0,6.0,6.0,29.0,1.0,45.0,11.0,0.0,0.0,23.0,68.5379727216367,5.0,1.0,0.0,67.0
9318,Good,65.0,183.0,16.0,77.0,24.0,0.0,0.0,96.0,7.0,4.0,6.0,24.0,0.0,33.0,19.0,0.0,0.0,45.0,77.0,3.0,4.0,3.0,70.0
9319,Good,65.0,340.0,0.0,95.0,21.0,3.0,1.0,85.0,65.0,6.0,5.0,26.0,3.0,81.0,2.4777188328912465,0.0,0.0,36.0,59.0,2.0,6.0,1.092269595176572,89.0
9320,Good,86.0,360.0,9.0,125.0,20.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,20.0,1.0,15.0,2.4777188328912465,0.0,0.0,11.0,22.0,4.0,2.0,0.0,55.0
9321,Good,77.0,154.0,2.0,70.0,37.0,0.0,0.0,98.0,35.0,6.0,6.0,45.0,7.0,53.0,1.0,10.0,10.0,28.0,99.0,3.0,4.0,1.0,64.0
9322,Bad,83.0,465.0,14.0,138.0,24.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,26.0,0.0,38.0,22.0,0.0,0.0,26.0,68.5379727216367,3.0,2.4849056603773585,0.0,43.0
9323,Good,82.0,340.0,2.0,81.0,65.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,84.0,11.0,44.0,1.0,3.0,3.0,21.0,56.0,6.0,4.0,0.0,48.0
9324,Good,78.0,475.0,2.0,113.0,27.0,0.0,0.0,97.0,29.0,6.0,6.0,30.0,1.0,50.0,3.0,2.0,2.0,42.0,68.5379727216367,4.0,3.0,1.0,64.0
9325,Good,87.0,467.0,10.0,65.0,17.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,17.0,1.0,12.0,2.4777188328912465,0.0,0.0,1.0,38.0,2.0,1.0,0.0,23.0
9326,Bad,85.0,124.0,2.0,44.0,3.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,4.0,2.0,25.0,4.0,1.0,1.0,0.0,100.0,0.0,1.0,1.092269595176572,50.0
9327,Good,90.0,308.0,4.0,95.0,28.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,31.0,2.0,27.0,4.0,2.0,2.0,2.0,68.5379727216367,2.0,1.0,0.0,33.0
9328,Good,91.0,292.0,26.0,104.0,6.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,6.0,0.0,33.0,2.4777188328912465,0.0,0.0,1.0,68.5379727216367,2.0,1.0,0.0,60.0
9329,Bad,85.0,325.0,11.0,79.0,39.0,0.0,0.0,98.0,21.879546809779367,5.0,7.0,41.0,1.0,29.0,0.0,2.0,2.0,19.0,80.0,3.0,5.0,0.0,57.0
9330,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
9331,Good,84.0,132.0,5.0,50.0,22.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,22.0,2.0,36.0,6.0,0.0,0.0,19.0,17.0,2.0,4.0,0.0,86.0
9332,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
